Node,Username,Start Time,Duration,Service,Active,Auth,Real Ip,Vpn Ip,Proto,Port,Bytes Total,Error
openvpn-server,Andrea.N,2022.06.04 07:14:09 EDT,36643,VPN,0,1,172.25.142.242,10.128.20.110,UDP,1194,4353774688,
openvpn-server,Beverly.T,2022.06.04 07:51:58 EDT,35744,VPN,0,1,172.23.78.82,10.128.20.163,UDP,1194,8234845696,
openvpn-server,Alexis.O,2022.06.04 08:02:56 EDT,18274,VPN,0,1,172.16.65.164,10.128.20.78,UDP,1194,937163816,
openvpn-server,Deborah.Q,2022.06.04 08:29:23 EDT,34956,VPN,0,1,172.19.120.97,10.128.20.97,UDP,1194,2468243160,
openvpn-server,Ann.R,2022.06.04 08:46:17 EDT,,VPN,0,0,172.24.124.203,,UDP,1194,,LDAP invalid credentials on ldap://10.128.30.20: LDAPInvalidCredentialsResult - 49 - invalidCredentials - None - None - bindResponse - None (facility='initialize [10.128.30.20]'
openvpn-server,Megan.Y,2022.06.04 08:56:50 EDT,39535,VPN,0,1,172.22.93.88,10.128.20.71,UDP,1194,4563366910,
openvpn-server,Kelly.T,2022.06.04 09:16:34 EDT,22358,VPN,0,1,172.20.215.7,10.128.20.244,UDP,1194,715500716,
openvpn-server,Jerry.N,2022.06.04 09:32:32 EDT,24962,VPN,0,1,172.20.212.181,10.128.20.224,UDP,1194,4615773344,
openvpn-server,Ann.R,2022.06.04 10:06:29 EDT,14766,VPN,0,1,172.19.83.211,10.128.20.36,UDP,1194,668796438,
openvpn-server,Ryan.G,2022.06.04 10:40:31 EDT,8205,VPN,0,1,172.16.247.20,10.128.20.155,UDP,1194,2048378250,
openvpn-server,Doris.I,2022.06.04 11:14:19 EDT,,VPN,0,0,172.22.150.195,,UDP,1194,,LDAP invalid credentials on ldap://10.128.30.20: LDAPInvalidCredentialsResult - 49 - invalidCredentials - None - None - bindResponse - None (facility='initialize [10.128.30.20]'
openvpn-server,Christina.M,2022.06.04 11:25:30 EDT,,VPN,0,0,172.16.210.22,,UDP,1194,,LDAP invalid credentials on ldap://10.128.30.20: LDAPInvalidCredentialsResult - 49 - invalidCredentials - None - None - bindResponse - None (facility='initialize [10.128.30.20]'
openvpn-server,Bobby.D,2022.06.04 11:51:08 EDT,9214,VPN,0,1,172.21.217.247,10.128.20.174,UDP,1194,2009204840,
openvpn-server,Walter.M,2022.06.04 12:26:49 EDT,23087,VPN,0,1,172.19.172.43,10.128.20.240,UDP,1194,1954429985,
openvpn-server,Edward.J,2022.06.04 12:37:02 EDT,17086,VPN,0,1,172.28.238.229,10.128.20.79,UDP,1194,530520300,
openvpn-server,Kenneth.Y,2022.06.04 12:59:02 EDT,21080,VPN,0,1,172.28.87.107,10.128.20.190,UDP,1194,1627818680,
openvpn-server,Doris.I,2022.06.04 13:35:39 EDT,6246,VPN,0,1,172.20.35.226,10.128.20.19,UDP,1194,1043975178,
openvpn-server,Pamela.C,2022.06.04 14:13:22 EDT,2194,VPN,0,1,172.18.73.160,10.128.20.189,UDP,1194,76340230,
openvpn-server,Bobby.D,2022.06.04 14:47:32 EDT,14294,VPN,0,1,172.20.220.206,10.128.20.64,UDP,1194,1600256182,
openvpn-server,Dennis.H,2022.06.04 15:02:51 EDT,10753,VPN,0,1,172.20.217.168,10.128.20.250,UDP,1194,1695812618,
openvpn-server,Willie.Z,2022.06.04 15:30:06 EDT,,VPN,0,0,172.16.74.223,,UDP,1194,,user not found
openvpn-server,Kimberly.P,2022.06.04 16:07:26 EDT,7687,VPN,0,1,172.17.199.242,10.128.20.254,UDP,1194,574241961,
openvpn-server,Carl.X,2022.06.04 16:18:16 EDT,,VPN,0,0,172.27.255.34,,UDP,1194,,user not found
openvpn-server,Ryan.G,2022.06.04 16:52:38 EDT,4072,VPN,0,1,172.30.219.8,10.128.20.91,UDP,1194,862873088,
openvpn-server,Janet.V,2022.06.04 17:21:26 EDT,,VPN,0,0,172.18.57.65,,UDP,1194,,user not found
openvpn-server,Douglas.O,2022.06.04 17:40:50 EDT,2774,VPN,0,1,172.25.22.195,10.128.20.134,UDP,1194,543748384,
openvpn-server,Logan.D,2022.06.04 17:52:40 EDT,2415,VPN,0,1,172.24.189.18,10.128.20.47,UDP,1194,66779580,
openvpn-server,Edward.J,2022.06.04 18:31:26 EDT,6847,VPN,0,1,172.19.233.60,10.128.20.187,UDP,1194,526253573,
